value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,value_11,value_12,value_13,value_14,value_15,value_16,value_17,value_18,value_19,value_20,value_21,value_22,value_23,value_24,value_25,value_26,value_27,value_28,value_29,value_30,value_31,value_32,value_33,value_34,value_35,value_36,value_37,value_38,value_39,value_40,value_41,value_42,value_43,value_44,value_45,value_46,value_47,value_48,value_49,value_50,value_51,value_52,value_53,value_54,value_55,value_56,value_57,value_58,value_59,value_60,value_61,value_62,value_63,value_64,value_65,value_66,value_67,value_68,value_69,value_70,label
0.591411,0.793764,0.896287,0.865406,0.686,0.473159,0.418722,0.43891,0.405205,0.646634,0.563277,0.621531,0.432234,0.146898,0.143016,0.113591,0.60783,0.835517,1.0,0.983572,0.592151,0.560528,0.495343,0.284606,0.516732,0.628173,0.751308,0.380287,0.51571,0.186573,0.225263,0.27693,0.569554,0.594148,0.877769,0.932705,0.71262,0.359469,0.382436,0.338423,0.458266,0.536017,0.732455,0.659549,0.539933,0.078155,0.213421,0.348073,0.48414,0.705937,0.821959,0.823203,0.705763,0.59812,0.465564,0.274983,0.467549,0.760603,0.62497,0.566387,0.23531,0.287352,0.0,0.150908,0.614043,0.931901,0.885276,0.861465,0.761955,0.512862,0.0
99.0,79.0,59.0,73.0,60.0,67.0,59.0,73.0,76.0,80.0,78.0,73.0,63.0,70.0,65.0,78.0,82.0,66.0,58.0,76.0,66.0,56.0,62.0,53.0,73.0,76.0,79.0,76.0,75.0,81.0,79.0,61.0,65.0,45.0,50.0,64.0,53.0,46.0,61.0,69.0,62.0,49.0,34.0,41.0,49.0,35.0,37.0,44.0,48.0,37.0,33.0,38.0,18.0,25.0,26.0,9.0,17.0,23.0,29.0,34.0,29.0,49.0,68.0,76.0,64.0,69.0,81.0,77.0,69.0,58.0,1.0
0.484935,0.712437,0.842065,0.851543,0.753827,0.549932,0.241799,0.1877,0.514909,0.598591,0.617603,0.542718,0.300423,0.023701,0.018673,0.149021,0.525441,0.861026,0.804567,1.0,0.481916,0.395298,0.339734,0.153616,0.591565,0.543455,0.624856,0.547919,0.196331,0.336904,0.117269,0.20623,0.388031,0.731087,0.719068,0.80969,0.736464,0.524614,0.282624,0.329363,0.515758,0.688308,0.74075,0.639232,0.247198,0.207105,0.0,0.196749,0.38314,0.626119,0.859587,0.745448,0.650659,0.341112,0.362981,0.317627,0.451361,0.49642,0.701017,0.524133,0.361039,0.050212,0.159166,0.235737,0.435568,0.821693,0.872485,0.833911,0.476626,0.518122,0.0
52.0,36.0,35.0,47.0,66.0,66.0,54.0,49.0,37.0,51.0,52.0,51.0,63.0,81.0,74.0,63.0,75.0,68.0,57.0,77.0,59.0,51.0,71.0,86.0,75.0,78.0,80.0,63.0,69.0,73.0,73.0,59.0,55.0,69.0,77.0,74.0,61.0,76.0,80.0,83.0,63.0,56.0,60.0,64.0,61.0,55.0,75.0,61.0,70.0,80.0,83.0,64.0,69.0,54.0,37.0,54.0,74.0,57.0,69.0,79.0,70.0,69.0,54.0,72.0,66.0,78.0,61.0,51.0,34.0,49.0,1.0
0.494291,0.738157,1.0,0.891456,0.589899,0.521606,0.291495,0.309541,0.557221,0.610867,0.681705,0.581694,0.233845,0.142621,0.179732,0.119843,0.518241,0.680372,0.98616,0.937577,0.623434,0.628245,0.407187,0.400832,0.535897,0.705238,0.559901,0.540582,0.336431,0.073565,0.101906,0.312337,0.441559,0.748553,0.82412,0.691357,0.723127,0.431598,0.314022,0.251836,0.462344,0.715149,0.647561,0.52603,0.320978,0.0,0.115993,0.093563,0.396004,0.661041,0.880892,0.817554,0.654496,0.354226,0.39829,0.412013,0.463372,0.576599,0.596522,0.496179,0.179541,0.024348,0.136683,0.230535,0.622431,0.72702,0.864504,0.812676,0.626527,0.375806,0.0
52.0,60.0,47.0,64.0,76.0,76.0,87.0,78.0,61.0,58.0,51.0,50.0,30.0,31.0,17.0,12.0,24.0,22.0,9.0,23.0,29.0,33.0,46.0,47.0,47.0,56.0,70.0,69.0,62.0,82.0,67.0,55.0,60.0,65.0,48.0,38.0,49.0,66.0,70.0,69.0,55.0,74.0,72.0,53.0,68.0,83.0,79.0,69.0,75.0,80.0,75.0,61.0,66.0,53.0,73.0,74.0,90.0,74.0,69.0,50.0,70.0,71.0,65.0,57.0,76.0,71.0,62.0,57.0,67.0,60.0,1.0
63.0,70.0,70.0,75.0,61.0,81.0,72.0,68.0,59.0,39.0,25.0,28.0,47.0,37.0,56.0,37.0,57.0,70.0,82.0,78.0,62.0,61.0,45.0,34.0,48.0,64.0,75.0,58.0,67.0,50.0,39.0,57.0,75.0,74.0,78.0,79.0,77.0,66.0,50.0,51.0,49.0,49.0,64.0,63.0,73.0,74.0,75.0,56.0,63.0,53.0,65.0,63.0,83.0,71.0,60.0,54.0,43.0,53.0,64.0,62.0,73.0,90.0,80.0,65.0,72.0,52.0,60.0,48.0,60.0,48.0,1.0
0.394531,0.695331,1.0,0.737568,0.55368,0.371333,0.325801,0.256585,0.465658,0.541923,0.548104,0.476465,0.213252,0.090608,0.01524,0.204227,0.394113,0.862474,0.636581,0.851945,0.539174,0.388137,0.28146,0.338053,0.507281,0.520844,0.555399,0.399546,0.387312,0.0,0.101079,0.092934,0.43876,0.585081,0.722418,0.931266,0.645934,0.353459,0.354084,0.406557,0.517453,0.544993,0.535768,0.510569,0.199286,0.013451,0.14765,0.0367,0.572136,0.662078,0.916878,0.799849,0.621692,0.432607,0.244942,0.316257,0.362514,0.656957,0.476379,0.582333,0.218181,0.240566,0.117574,0.148203,0.381408,0.596393,0.860101,0.911889,0.52835,0.279371,0.0
0.408434,0.773857,0.961469,0.943547,0.614092,0.474855,0.282427,0.363125,0.547844,0.733832,0.749584,0.581328,0.309096,0.172838,0.344547,0.158607,0.42523,0.78778,0.961343,0.93028,0.706552,0.359161,0.350313,0.252242,0.554202,0.687183,0.666693,0.468204,0.295573,0.053429,0.136235,0.526109,0.514204,0.739877,0.921921,0.768209,0.593566,0.431632,0.439203,0.421179,0.509597,0.710767,0.814352,0.622643,0.279559,0.032494,0.0,0.341086,0.461438,0.839542,0.867868,0.892016,0.739782,0.418441,0.434194,0.341245,0.465928,0.716579,0.727722,0.600419,0.272732,0.153144,0.195822,0.454931,0.668168,0.73603,0.851425,1.0,0.731704,0.443792,0.0
0.539927,0.758754,0.87614,0.971043,0.651556,0.621421,0.322297,0.362775,0.697181,0.666318,0.603543,0.446331,0.268452,0.131049,0.143106,0.071072,0.493234,0.894268,0.949763,1.0,0.537813,0.425847,0.328933,0.39825,0.415311,0.676012,0.712983,0.532681,0.353425,0.138371,0.0,0.193808,0.379056,0.641259,0.949048,0.703656,0.653266,0.484204,0.319447,0.54709,0.53186,0.61359,0.723388,0.419732,0.401778,0.06348,0.160937,0.244733,0.549995,0.72716,0.821472,0.77036,0.518868,0.411542,0.264384,0.440072,0.398696,0.83814,0.576613,0.456633,0.175617,0.110411,0.030681,0.19839,0.530047,0.867269,0.819184,0.878151,0.753312,0.346738,0.0
31.0,47.0,65.0,81.0,74.0,79.0,73.0,69.0,66.0,59.0,79.0,74.0,91.0,73.0,64.0,80.0,76.0,72.0,58.0,77.0,59.0,77.0,58.0,76.0,70.0,60.0,72.0,67.0,54.0,64.0,68.0,68.0,83.0,79.0,67.0,52.0,58.0,53.0,52.0,47.0,67.0,57.0,59.0,75.0,79.0,68.0,73.0,67.0,62.0,64.0,79.0,72.0,76.0,90.0,79.0,67.0,49.0,48.0,39.0,49.0,32.0,47.0,38.0,20.0,25.0,28.0,34.0,23.0,20.0,40.0,1.0
0.613515,0.703398,0.822645,0.844823,0.655667,0.52387,0.417584,0.428062,0.471262,0.774886,0.709333,0.66569,0.205598,0.255664,0.123184,0.360499,0.693484,0.706967,1.0,0.839516,0.560464,0.583674,0.542145,0.591833,0.574269,0.561965,0.687511,0.582249,0.477622,0.210759,0.002593,0.350176,0.555914,0.873248,0.951061,0.942859,0.711825,0.532038,0.322193,0.450843,0.535291,0.71719,0.609267,0.703294,0.40958,0.276368,0.169547,0.34799,0.369975,0.792081,0.867501,0.858687,0.791746,0.380911,0.455502,0.45944,0.652901,0.511467,0.751458,0.611293,0.385384,0.328607,0.0,0.309624,0.632193,0.670276,0.978832,0.913684,0.539724,0.597301,0.0
0.529519,0.556272,1.0,0.897192,0.484173,0.485211,0.149886,0.341998,0.449356,0.641634,0.73032,0.518366,0.345794,0.159189,0.0,0.17998,0.611873,0.661902,0.909221,0.70758,0.562213,0.434993,0.334727,0.267319,0.300858,0.699613,0.553418,0.525101,0.281245,0.084164,0.052186,0.274879,0.508952,0.837719,0.775122,0.770645,0.587933,0.5584,0.23257,0.510092,0.441239,0.604446,0.592936,0.613831,0.197516,0.189313,0.028361,0.124553,0.498203,0.74874,0.855709,0.933941,0.733423,0.367968,0.405941,0.288642,0.497107,0.511921,0.628848,0.436661,0.444852,0.04047,0.138432,0.062164,0.395787,0.813465,0.894498,0.719657,0.637257,0.413951,0.0
0.363786,0.695516,0.949192,0.909421,0.73456,0.541737,0.35223,0.324134,0.56372,0.784652,0.745677,0.492674,0.402425,0.204683,0.0,0.230072,0.573277,0.898533,0.882556,0.764119,0.743213,0.457416,0.376731,0.401065,0.536691,0.626784,0.770961,0.493977,0.371897,0.189892,0.091143,0.31988,0.482992,0.99791,0.959839,1.0,0.776417,0.6037,0.363467,0.483046,0.651103,0.688176,0.630501,0.728374,0.350345,0.162625,0.13191,0.181928,0.553458,0.827396,0.938252,0.885813,0.679264,0.445868,0.41934,0.409821,0.605181,0.617342,0.790319,0.646265,0.327425,0.097446,0.160295,0.11168,0.487376,0.82103,0.926025,0.797903,0.706617,0.391729,0.0
0.513965,0.948056,0.985281,0.831394,0.771469,0.407202,0.138337,0.258401,0.322873,0.598021,0.659702,0.681651,0.340361,0.097065,0.141795,0.016611,0.509175,0.832676,0.77746,0.961389,0.695165,0.406564,0.374566,0.548394,0.504421,0.651065,0.617445,0.458213,0.384885,0.040726,0.074768,0.169929,0.5307,0.794008,1.0,0.815121,0.641358,0.356727,0.279303,0.380932,0.555288,0.54755,0.734986,0.653278,0.348012,0.282437,0.0,0.102092,0.331017,0.896815,0.96611,0.855313,0.689989,0.34375,0.534914,0.358991,0.498012,0.693301,0.700616,0.55318,0.241532,0.158142,0.234894,0.331172,0.629246,0.719282,0.820709,0.849104,0.670155,0.54007,0.0
60.0,71.0,69.0,85.0,74.0,80.0,69.0,69.0,55.0,49.0,39.0,57.0,66.0,63.0,76.0,59.0,65.0,59.0,43.0,23.0,33.0,45.0,59.0,73.0,77.0,57.0,66.0,74.0,67.0,79.0,73.0,69.0,62.0,81.0,64.0,78.0,66.0,71.0,66.0,67.0,71.0,79.0,80.0,78.0,70.0,71.0,72.0,54.0,44.0,52.0,34.0,33.0,36.0,56.0,69.0,57.0,73.0,68.0,85.0,74.0,72.0,71.0,75.0,79.0,70.0,79.0,69.0,83.0,74.0,77.0,1.0
0.646989,0.615673,0.805882,0.876333,0.716398,0.452666,0.457865,0.282002,0.504315,0.735886,0.825178,0.529422,0.562499,0.144738,0.237255,0.200963,0.489458,0.876781,0.987615,0.867547,0.586192,0.687201,0.311951,0.370438,0.335185,0.592757,0.747397,0.534669,0.559657,0.162053,0.037887,0.38001,0.716576,0.892164,0.928081,0.853075,0.534185,0.489476,0.370226,0.26498,0.509618,0.739048,0.645451,0.57555,0.153738,0.295375,0.03113,0.205152,0.525485,0.757687,1.0,0.836834,0.626575,0.539806,0.097873,0.253198,0.524009,0.714468,0.743747,0.310088,0.286548,0.21163,0.0,0.210641,0.542153,0.780478,0.958913,0.854001,0.726651,0.510184,0.0
